objectid,parentid,Title,Creator,Publisher,Date Original,Date is Approximate?,Description,Subject (LCSH),Relation,Contributing Institution,Publisher Digital,Source,Listing Code,Resource Identifier,Format Original,Format Digital,Type,Digitization Specifications,Rights,Language,Filename,OCLC number,Date created,Date modified,Reference URL,CONTENTdm number,CONTENTdm file name,CONTENTdm file path
ijc_jw_072,,One O'Clock Jump,"Zerke, Bob",,1940,y,1 Score (8 p.) + 3 parts; includes vocals,"Willaims, Joe (1918-1999); Williams, Joe--Archives; Music--Scores; Jazz--Scores;",Joe Williams Collection,International Jazz Collections,University of Idaho Library,"MG 005, Container 22, Folder 300",IJC005,JW.300,Arrangement,image/jpg,Image;StillImage,"400 dpi, 8-bit depth grayscale JPG; Minolta PS 7000 Scanner, scanned with  Adobe Photoshop CS2 version 9.0.2, Archival Master file is a TIFF","Digital image copyright 2008, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.",English,,,2014-04-17,2014-04-17,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/222,222,223.cpd,/ijcw/image/223.cpd
ijc_jw_073,ijc_jw_072,One O'Clock Jump,,,,,,,,,,,,JW.300h_Piano6,,image/jpg,,,,,,,2009-08-27,2009-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/221,221,222.jpg,/ijcw/image/222.jpg
ijc_jw_074,ijc_jw_072,One O'Clock Jump,,,,,,,,,,,,JW.300g_Piano5,,image/jpg,,,,,,,2009-08-27,2009-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/220,220,221.jpg,/ijcw/image/221.jpg
ijc_jw_075,ijc_jw_072,One O'Clock Jump,,,,,,,,,,,,JW.300f_Piano4,,image/jpg,,,,,,,2009-08-27,2009-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/219,219,220.jpg,/ijcw/image/220.jpg
ijc_jw_076,ijc_jw_072,One O'Clock Jump,,,,,,,,,,,,JW.300e_Piano3,,image/jpg,,,,,,,2009-08-27,2009-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/218,218,219.jpg,/ijcw/image/219.jpg
ijc_jw_077,ijc_jw_072,One O'Clock Jump,,,,,,,,,,,,JW.300d_Piano2,,image/jpg,,,,,,,2009-08-27,2009-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/217,217,218.jpg,/ijcw/image/218.jpg
ijc_jw_078,ijc_jw_072,One O'Clock Jump,,,,,,,,,,,,JW.300c_Piano1,,image/jpg,,,,,,,2009-08-27,2009-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/216,216,217.jpg,/ijcw/image/217.jpg
ijc_jw_079,ijc_jw_072,One O'Clock Jump,,,,,,,,,,,,JW.300b_Piano0,,image/jpg,,,,,,,2009-08-27,2009-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/215,215,216.jpg,/ijcw/image/216.jpg
ijc_jw_080,ijc_jw_072,One O'Clock Jump,,,,,,,,,,,,JW.300a_Vocals,,image/jpg,,,,,,,2009-08-27,2009-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/214,214,215.jpg,/ijcw/image/215.jpg
ijc_jw_081,,Don't Get Around Much Anymore,"Homlisch, Marvin",,1940,y,"2 copies; 1 Score (8 p.) + 6 parts; 1 Score (5 p.) 1 part, includes vocals","Willaims, Joe (1918-1999); Williams, Joe--Archives; Music--Scores; Jazz--Scores;",Joe Williams Collection,International Jazz Collections,University of Idaho Library,"MG 005, Container 29, Folder 392",IJC005,JW.392,Arrangement,image/jpg,Image;StillImage,"400 dpi, 8-bit depth grayscale JPG; Minolta PS 7000 Scanner, scanned with  Adobe Photoshop CS2 version 9.0.2, Archival Master file is a TIFF","Digital image copyright 2008, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.",English,,,2014-04-17,2014-04-17,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/213,213,214.cpd,/ijcw/image/214.cpd
ijc_jw_082,ijc_jw_081,Don't Get Around Much Anymore,,,,,,,,,,,,JW.392_Front,,image/jpg,,,,,,,2009-08-27,2009-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/212,212,213.jpg,/ijcw/image/213.jpg
ijc_jw_083,ijc_jw_081,Don't Get Around Much Anymore,,,,,,,,,,,,JW.392_Conductor8,,image/jpg,,,,,,,2009-08-27,2009-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/211,211,212.jpg,/ijcw/image/212.jpg
ijc_jw_084,ijc_jw_081,Don't Get Around Much Anymore,,,,,,,,,,,,JW.392_Conductor7,,image/jpg,,,,,,,2009-08-27,2009-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/210,210,211.jpg,/ijcw/image/211.jpg
ijc_jw_085,ijc_jw_081,Don't Get Around Much Anymore,,,,,,,,,,,,JW.392_Conductor6,,image/jpg,,,,,,,2009-08-27,2009-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/209,209,210.jpg,/ijcw/image/210.jpg
ijc_jw_086,ijc_jw_081,Don't Get Around Much Anymore,,,,,,,,,,,,JW.392_Conductor5,,image/jpg,,,,,,,2009-08-27,2009-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/208,208,209.jpg,/ijcw/image/209.jpg
ijc_jw_087,ijc_jw_081,Don't Get Around Much Anymore,,,,,,,,,,,,JW.392_Conductor4,,image/jpg,,,,,,,2009-08-27,2009-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/207,207,208.jpg,/ijcw/image/208.jpg
ijc_jw_088,ijc_jw_081,Don't Get Around Much Anymore,,,,,,,,,,,,JW.392_Conductor3,,image/jpg,,,,,,,2009-08-27,2009-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/206,206,207.jpg,/ijcw/image/207.jpg
ijc_jw_089,ijc_jw_081,Don't Get Around Much Anymore,,,,,,,,,,,,JW.392_Conductor2,,image/jpg,,,,,,,2009-08-27,2009-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/205,205,206.jpg,/ijcw/image/206.jpg
ijc_jw_090,ijc_jw_081,Don't Get Around Much Anymore,,,,,,,,,,,,JW.392_Conductor1,,image/jpg,,,,,,,2009-08-27,2009-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/204,204,205.jpg,/ijcw/image/205.jpg
ijc_jw_091,,I Could Care,"Jones, Thad",,1940,y,1 Score (7 p.) + 3 parts,"Willaims, Joe (1918-1999); Williams, Joe--Archives; Music--Scores; Jazz--Scores;",Joe Williams Collection,International Jazz Collections,University of Idaho Library,"MG 005, Container 30, Folder 412",IJC005,JW.412,Arrangement,image/jpg,Image;StillImage,"400 dpi, 8-bit depth grayscale JPG; Minolta PS 7000 Scanner, scanned with  Adobe Photoshop CS2 version 9.0.2, Archival Master file is a TIFF","Digital image copyright 2008, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.",English,,,2014-04-17,2014-04-17,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/203,203,204.cpd,/ijcw/image/204.cpd
ijc_jw_092,ijc_jw_091,I Could Care,,,,,,,,,,,,JW.412d_Drums,,image/jpg,,,,,,,2009-08-27,2009-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/202,202,203.jpg,/ijcw/image/203.jpg
ijc_jw_093,ijc_jw_091,I Could Care,,,,,,,,,,,,JW.412c_Bass,,image/jpg,,,,,,,2009-08-27,2009-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/201,201,202.jpg,/ijcw/image/202.jpg
ijc_jw_094,ijc_jw_091,I Could Care,,,,,,,,,,,,JW.412b_Piano 2,,image/jpg,,,,,,,2009-08-27,2009-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/200,200,201.jpg,/ijcw/image/201.jpg
ijc_jw_095,ijc_jw_091,I Could Care,,,,,,,,,,,,JW.412a_Piano,,image/jpg,,,,,,,2009-08-27,2009-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/199,199,200.jpg,/ijcw/image/200.jpg
ijc_jw_096,,I'd Give a Dollar for a Dime,"Hyman, Dick",,1940,y,1 score (5 p.) + 2 parts; 1 photocopy,"Willaims, Joe (1918-1999); Williams, Joe--Archives; Music--Scores; Jazz--Scores;",Joe Williams Collection,International Jazz Collections,University of Idaho Library,"MG 005, Container 19, Folder 243",IJC005,JW.243,Arrangement,image/jpg,Image;StillImage,"400 dpi, 8-bit depth grayscale JPG; Minolta PS 7000 Scanner, scanned with  Adobe Photoshop CS2 version 9.0.2, Archival Master file is a TIFF","Digital image copyright 2008, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.",English,,,2014-04-17,2014-04-17,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/198,198,199.cpd,/ijcw/image/199.cpd
ijc_jw_097,ijc_jw_096,I'd Give a Dollar for a Dime,,,,,,,,,,,,JW.243_Piano2,,image/jpg,,,,,,,2009-08-27,2009-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/197,197,198.jpg,/ijcw/image/198.jpg
ijc_jw_098,ijc_jw_096,I'd Give a Dollar for a Dime,,,,,,,,,,,,JW.243_Piano1,,image/jpg,,,,,,,2009-08-27,2009-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/196,196,197.jpg,/ijcw/image/197.jpg
ijc_jw_099,,Can't Take my Eyes off You,,"Ott, Horace",1940,y,1 Score (18 p.) + 9 parts,"Willaims, Joe (1918-1999); Williams, Joe--Archives; Music--Scores; Jazz--Scores;",Joe Williams Collection,International Jazz Collections,University of Idaho Library,"MG 005, Container 34, Folder 480",IJC005,JW.480,Arrangement,image/jpg,Image;StillImage,"400 dpi, 8-bit depth grayscale JPG; Minolta PS 7000 Scanner, scanned with  Adobe Photoshop CS2 version 9.0.2, Archival Master file is a TIFF","Digital image copyright 2008, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.",English,,,2014-04-17,2014-04-17,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/195,195,196.cpd,/ijcw/image/196.cpd
ijc_jw_100,ijc_jw_099,Can't Take my Eyes off You,,,,,,,,,,,,JW.480f_Trombone,,image/jpg,,,,,,,2009-08-27,2009-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/194,194,195.jpg,/ijcw/image/195.jpg
ijc_jw_101,ijc_jw_099,Can't Take my Eyes off You,,,,,,,,,,,,JW.480e_Trumpet 2,,image/jpg,,,,,,,2009-08-27,2009-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/193,193,194.jpg,/ijcw/image/194.jpg
ijc_jw_102,ijc_jw_099,Can't Take my Eyes off You,,,,,,,,,,,,JW.480d_Trumpet 1,,image/jpg,,,,,,,2009-08-27,2009-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/192,192,193.jpg,/ijcw/image/193.jpg
ijc_jw_103,ijc_jw_099,Can't Take my Eyes off You,,,,,,,,,,,,JW.480c_Reed 3,,image/jpg,,,,,,,2009-08-27,2009-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/191,191,192.jpg,/ijcw/image/192.jpg
ijc_jw_104,ijc_jw_099,Can't Take my Eyes off You,,,,,,,,,,,,JW.480b_Reed 2,,image/jpg,,,,,,,2009-08-27,2009-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/190,190,191.jpg,/ijcw/image/191.jpg
ijc_jw_105,ijc_jw_099,Can't Take my Eyes off You,,,,,,,,,,,,JW.480a_Reed 1,,image/jpg,,,,,,,2009-08-27,2009-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/189,189,190.jpg,/ijcw/image/190.jpg
ijc_jw_106,,Then I'll be Happy,"Hunter, F.",,1940,y,1 Score (6 p.) + 2 parts; Includes Vocals,"Willaims, Joe (1918-1999); Williams, Joe--Archives; Music--Scores; Jazz--Scores;",Joe Williams Collection,International Jazz Collections,University of Idaho Library,"MG 005, Container 41, Folder 575",IJC005,JW.575,Arrangement,image/jpg,Image;StillImage,"400 dpi, 8-bit depth grayscale JPG; Minolta PS 7000 Scanner, scanned with  Adobe Photoshop CS2 version 9.0.2, Archival Master file is a TIFF","Digital image copyright 2008, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.",English,,,2014-04-17,2014-04-17,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/188,188,189.cpd,/ijcw/image/189.cpd
ijc_jw_107,ijc_jw_106,Then I'll be Happy,,,,,,,,,,,,JW.575c_Bass,,image/jpg,,,,,,,2009-08-27,2009-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/187,187,188.jpg,/ijcw/image/188.jpg
ijc_jw_108,ijc_jw_106,Then I'll be Happy,,,,,,,,,,,,JW.575b_Booth 2,,image/jpg,,,,,,,2009-08-27,2009-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/186,186,187.jpg,/ijcw/image/187.jpg
ijc_jw_109,ijc_jw_106,Then I'll be Happy,,,,,,,,,,,,JW.575a_Booth 1,,image/jpg,,,,,,,2009-08-27,2009-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/185,185,186.jpg,/ijcw/image/186.jpg
ijc_jw_110,,When?,"Jones, Thad",,1940,y,1 score (11 p.) + 11 parts,"Willaims, Joe (1918-1999); Williams, Joe--Archives; Music--Scores; Jazz--Scores;",Joe Williams Collection,International Jazz Collections,University of Idaho Library,"MG 005, Container 11, Folder 139",IJC005,JW.139,Arrangement,image/jpg,Image;StillImage,"400 dpi, 8-bit depth grayscale JPG; Minolta PS 7000 Scanner, scanned with  Adobe Photoshop CS2 version 9.0.2, Archival Master file is a TIFF","Digital image copyright 2008, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.",English,,,2014-04-17,2014-04-17,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/184,184,185.cpd,/ijcw/image/185.cpd
ijc_jw_111,ijc_jw_110,When?,,,,,,,,,,,,JW.139k_Guitar,,image/jpg,,,,,,,2009-08-27,2009-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/183,183,184.jpg,/ijcw/image/184.jpg
ijc_jw_112,ijc_jw_110,When?,,,,,,,,,,,,JW.139j_Drums,,image/jpg,,,,,,,2009-08-27,2009-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/182,182,183.jpg,/ijcw/image/183.jpg
ijc_jw_113,ijc_jw_110,When?,,,,,,,,,,,,JW.139i_Bass,,image/jpg,,,,,,,2009-08-27,2009-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/181,181,182.jpg,/ijcw/image/182.jpg
ijc_jw_114,ijc_jw_110,When?,,,,,,,,,,,,JW.139h_Piano,,image/jpg,,,,,,,2009-08-27,2009-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/180,180,181.jpg,/ijcw/image/181.jpg
ijc_jw_115,ijc_jw_110,When?,,,,,,,,,,,,JW.139g_Vibes,,image/jpg,,,,,,,2009-08-27,2009-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/179,179,180.jpg,/ijcw/image/180.jpg
ijc_jw_116,ijc_jw_110,When?,,,,,,,,,,,,JW.139f_Trom,,image/jpg,,,,,,,2009-08-27,2009-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/178,178,179.jpg,/ijcw/image/179.jpg
ijc_jw_117,ijc_jw_110,When?,,,,,,,,,,,,JW.139e_Trpt2,,image/jpg,,,,,,,2009-08-27,2009-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/177,177,178.jpg,/ijcw/image/178.jpg
ijc_jw_118,ijc_jw_110,When?,,,,,,,,,,,,JW.139d_Trpt1,,image/jpg,,,,,,,2009-08-27,2009-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/176,176,177.jpg,/ijcw/image/177.jpg
ijc_jw_119,ijc_jw_110,When?,,,,,,,,,,,,JW.139c_Bari,,image/jpg,,,,,,,2009-08-27,2009-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/175,175,176.jpg,/ijcw/image/176.jpg
ijc_jw_120,ijc_jw_110,When?,,,,,,,,,,,,JW.139b_Tenor,,image/jpg,,,,,,,2009-08-27,2009-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/174,174,175.jpg,/ijcw/image/175.jpg
ijc_jw_121,ijc_jw_110,When?,,,,,,,,,,,,JW.139a_Alto,,image/jpg,,,,,,,2009-08-27,2009-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/173,173,174.jpg,/ijcw/image/174.jpg
ijc_jw_122,,Small Hotel,,,1940,y,"1 score (15 p.) + 6 parts, includes vocals","Willaims, Joe (1918-1999); Williams, Joe--Archives; Music--Scores; Jazz--Scores;",Joe Williams Collection,International Jazz Collections,University of Idaho Library,"MG 005, Container 10, Folder 124",IJC005,JW.124,Arrangement,image/jpg,Image;StillImage,"400 dpi, 8-bit depth grayscale JPG; Minolta PS 7000 Scanner, scanned with  Adobe Photoshop CS2 version 9.0.2, Archival Master file is a TIFF","Digital image copyright 2008, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.",English,,,2014-04-17,2014-04-17,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/172,172,173.cpd,/ijcw/image/173.cpd
ijc_jw_123,ijc_jw_122,Small Hotel,,,,,,,,,,,,JW.124g_Control2,,image/jpg,,,,,,,2009-08-27,2009-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/171,171,172.jpg,/ijcw/image/172.jpg
ijc_jw_124,ijc_jw_122,Small Hotel,,,,,,,,,,,,JW.124f_Control,,image/jpg,,,,,,,2009-08-27,2009-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/170,170,171.jpg,/ijcw/image/171.jpg
ijc_jw_125,ijc_jw_122,Small Hotel,,,,,,,,,,,,JW.124e_Guitar,,image/jpg,,,,,,,2009-08-27,2009-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/169,169,170.jpg,/ijcw/image/170.jpg
ijc_jw_126,ijc_jw_122,Small Hotel,,,,,,,,,,,,JW.124d_Drums,,image/jpg,,,,,,,2009-08-27,2009-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/168,168,169.jpg,/ijcw/image/169.jpg
ijc_jw_127,ijc_jw_122,Small Hotel,,,,,,,,,,,,JW.124c_Jimmie,,image/jpg,,,,,,,2009-08-27,2009-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/167,167,168.jpg,/ijcw/image/168.jpg
ijc_jw_128,ijc_jw_122,Small Hotel,,,,,,,,,,,,JW.124b_Sweets,,image/jpg,,,,,,,2009-08-27,2009-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/166,166,167.jpg,/ijcw/image/167.jpg
ijc_jw_129,ijc_jw_122,Small Hotel,,,,,,,,,,,,JW.124a_Joe,,image/jpg,,,,,,,2009-08-27,2009-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/165,165,166.jpg,/ijcw/image/166.jpg
ijc_jw_130,,When I Fall in Love,"Farnon, Robert",,1940,y,1 Score (11 p.) + 4 parts; includes Vocals,"Willaims, Joe (1918-1999); Williams, Joe--Archives; Music--Scores; Jazz--Scores;",Joe Williams Collection,International Jazz Collections,University of Idaho Library,"MG 005, Container 42, Folder 589",IJC005,JW.589,Arrangement,image/jpg,Image;StillImage,"400 dpi, 8-bit depth grayscale JPG; Minolta PS 7000 Scanner, scanned with  Adobe Photoshop CS2 version 9.0.2, Archival Master file is a TIFF","Digital image copyright 2008, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.",English,,,2014-04-17,2014-04-17,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/164,164,165.cpd,/ijcw/image/165.cpd
ijc_jw_131,ijc_jw_130,When I Fall in Love,,,,,,,,,,,,JW.589f_Drums,,image/jpg,,,,,,,2009-08-27,2009-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/163,163,164.jpg,/ijcw/image/164.jpg
ijc_jw_132,ijc_jw_130,When I Fall in Love,,,,,,,,,,,,JW.589e_Guitar,,image/jpg,,,,,,,2009-08-27,2009-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/162,162,163.jpg,/ijcw/image/163.jpg
ijc_jw_133,ijc_jw_130,When I Fall in Love,,,,,,,,,,,,JW.589d_Bass,,image/jpg,,,,,,,2009-08-27,2009-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/161,161,162.jpg,/ijcw/image/162.jpg
ijc_jw_134,ijc_jw_130,When I Fall in Love,,,,,,,,,,,,JW.589c_Vocal 3,,image/jpg,,,,,,,2009-08-27,2009-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/160,160,161.jpg,/ijcw/image/161.jpg
ijc_jw_135,ijc_jw_130,When I Fall in Love,,,,,,,,,,,,JW.589b_Vocal 2,,image/jpg,,,,,,,2009-08-27,2009-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/159,159,160.jpg,/ijcw/image/160.jpg
ijc_jw_136,ijc_jw_130,When I Fall in Love,,,,,,,,,,,,JW.589a_Vocal 1,,image/jpg,,,,,,,2009-08-27,2009-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/158,158,159.jpg,/ijcw/image/159.jpg
ijc_jw_137,,Say it isn't So,"Cohn, Al",,1940,y,"1 score (7 p.) + 6 parts, includes vocals","Willaims, Joe (1918-1999); Williams, Joe--Archives; Music--Scores; Jazz--Scores;",Joe Williams Collection,International Jazz Collections,University of Idaho Library,"MG 005, Container 07, Folder 099",IJC005,JW.099,Arrangement,image/jpg,Image;StillImage,"400 dpi, 8-bit depth grayscale JPG; Minolta PS 7000 Scanner, scanned with  Adobe Photoshop CS2 version 9.0.2, Archival Master file is a TIFF","Digital image copyright 2008, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.",English,,,2014-04-17,2014-04-17,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/157,157,158.cpd,/ijcw/image/158.cpd
ijc_jw_138,ijc_jw_137,Say it isn't So,,,,,,,,,,,,JW.099a_Vocal,,image/jpg,,,,,,,2009-08-27,2009-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/156,156,157.jpg,/ijcw/image/157.jpg
ijc_jw_139,ijc_jw_137,Say it isn't So,,,,,,,,,,,,JW.099f_Drums,,image/jpg,,,,,,,2009-08-27,2009-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/155,155,156.jpg,/ijcw/image/156.jpg
ijc_jw_140,ijc_jw_137,Say it isn't So,,,,,,,,,,,,JW.099e_Piano,,image/jpg,,,,,,,2009-08-27,2009-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/154,154,155.jpg,/ijcw/image/155.jpg
ijc_jw_141,ijc_jw_137,Say it isn't So,,,,,,,,,,,,JW.099d_Bass,,image/jpg,,,,,,,2009-08-27,2009-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/153,153,154.jpg,/ijcw/image/154.jpg
ijc_jw_142,ijc_jw_137,Say it isn't So,,,,,,,,,,,,JW.099c_Tenor,,image/jpg,,,,,,,2009-08-27,2009-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/152,152,153.jpg,/ijcw/image/153.jpg
ijc_jw_143,ijc_jw_137,Say it isn't So,,,,,,,,,,,,JW.099b_Trumpet,,image/jpg,,,,,,,2009-08-27,2009-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/151,151,152.jpg,/ijcw/image/152.jpg
ijc_jw_144,,My Romance,"Hunter, Frank",,1940,y,1 Score (5 p.) + 2 parts,"Willaims, Joe (1918-1999); Williams, Joe--Archives; Music--Scores; Jazz--Scores;",Joe Williams Collection,International Jazz Collections,University of Idaho Library,"MG 005, Container 31, Folder 431",IJC005,JW.431,Arrangement,image/jpg,Image;StillImage,"400 dpi, 8-bit depth grayscale JPG; Minolta PS 7000 Scanner, scanned with  Adobe Photoshop CS2 version 9.0.2, Archival Master file is a TIFF","Digital image copyright 2008, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.",English,,,2014-04-17,2014-04-17,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/150,150,151.cpd,/ijcw/image/151.cpd
ijc_jw_145,ijc_jw_144,My Romance,,,,,,,,,,,,JW.431c_Bass,,image/jpg,,,,,,,2009-08-27,2009-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/149,149,150.jpg,/ijcw/image/150.jpg
ijc_jw_146,ijc_jw_144,My Romance,,,,,,,,,,,,JW.431b_Piano 2,,image/jpg,,,,,,,2009-08-27,2009-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/148,148,149.jpg,/ijcw/image/149.jpg
ijc_jw_147,ijc_jw_144,My Romance,,,,,,,,,,,,JW.431a_Piano 1,,image/jpg,,,,,,,2009-08-27,2009-08-27,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijcw/id/147,147,148.jpg,/ijcw/image/148.jpg
